Komentar_Asli,Komentar_Labeling,Komentar_Bersih,Sentimen,Confidence_Score,Panjang_Karakter,Jumlah_Kata
Riview honor 500 pro bg,Riview honor 500 pro bg,riview honor 500 pro bg,Netral,99.6,23,5
Harganya naek dibandingkan A56,Harganya naek dibandingkan A56,harga naek banding a56,Negatif,60.19,30,4
"Kapok, selalu bermasalah LCD","Kapok, selalu bermasalah LCD",kapok selalu masalah lcd,Negatif,98.49,28,4
lanjut samsung a37 bang terus bandingin sama a57,lanjut samsung a37 bang terus bandingin sama a57,lanjut samsung a37 terus bandingin sama a57,Netral,92.37,48,8
nonton karna penasaran sekocak apalagi racikan samsung 🗿,nonton karna penasaran sekocak apalagi racikan samsung 🗿,nonton karna penasaran kocak apalagi racik samsung,Positif,66.91,56,8
Nonton dgn realme 7 Pro memori 128 + 256 GB lansiran tahun 2022 September 👈🏼,Nonton dgn realme 7 Pro memori 128 + 256 GB lansiran tahun 2022 September 👈🏼,nonton dgn realme pro memori 128 256 gb lansir tahun 2022 september,Netral,99.05,76,15
"Pake Samsung A34 5G lumayanlah 😁, tadi kebetulan ngebantu ibu ibu pasangin WA di HP barunya katanya dia sengaja milih samsung krn awet dia milih samsung A07","Pake Samsung A34 5G lumayanlah 😁, tadi kebetulan ngebantu ibu ibu pasangin WA di HP barunya katanya dia sengaja milih samsung krn awet dia milih samsung A07",pake samsung a34 5g lumayan tadi betul ngebantu ibu ibu pasangin wa handphone baru kata dia sengaja milih samsung karena awet dia milih samsung a07,Positif,96.03,156,27
Memorinya kecil gak ada 512,Memorinya kecil gak ada 512,memori kecil tidak 512,Negatif,97.74,27,5
"bg mau tanya minta saran mending ambil Vivo X100S Pro atau meizu 22, saya bingung banget ini😅","bg mau tanya minta saran mending ambil Vivo X100S Pro atau meizu 22, saya bingung banget ini😅",bg mau tanya minta saran mending ambil vivo x100s pro meizu 22 bingung banget,Negatif,97.39,93,17
"Bru beli hari ini,keren","Bru beli hari ini,keren",bru beli hari bagus,Positif,66.03,23,4
"Tadinya mau naik dari a56 ke a57
Ternyataaaaa ya sama aja 🤣
Udahlah stay di a56 aja kalo gitu",Tadinya mau naik dari a56 ke a57 Ternyataaaaa ya sama aja 🤣 Udahlah stay di a56 aja kalo gitu,tadi mau naik a56 a57 ternyataaaaa sama udahlah stay a56 gitu,Negatif,88.47,93,19
Ramny brpa dan Romny berapa,Ramny brpa dan Romny berapa,ramny brpa romny berapa,Netral,82.64,27,5
bang bandingin a57 sama a37 plis,bang bandingin a57 sama a37 plis,bandingin a57 sama a37 plis,Netral,73.44,32,6
Nonton samsung A57 pake samsung A54😁,Nonton samsung A57 pake samsung A54😁,nonton samsung a57 pake samsung a54,Netral,97.66,36,6
Ahh bagusan tecno masih 😂😂,Ahh bagusan tecno masih 😂😂,ahh bagus tecno masih,Negatif,69.28,26,5
Sumpah harganya diluar dugaan,Sumpah harganya diluar dugaan,sumpah harga luar duga,Negatif,60.77,29,4
Klo ada tipe Baru mesti mendang mending yang Baru daripada yang hp lama,Klo ada tipe Baru mesti mendang mending yang Baru daripada yang hp lama,klo tipe baru mesti dang mending baru daripada handphone lama,Negatif,99.28,71,13
"Bahas redmi 12 ram 8 koh
Pake main mlbb kok sekarang ngeframe bgt ya

Kalah sama redmi 9 ram 4/64 masih mulus",Bahas redmi 12 ram 8 koh Pake main mlbb kok sekarang ngeframe bgt ya Kalah sama redmi 9 ram 4/64 masih mulus,bahas redmi 12 ram koh pake main mlbb kok sekarang ngeframe banget kalah sama redmi ram 64 masih mulus,Negatif,83.52,109,22
menurutku samsung seri a5 terbaik yg A52s . sayangnya gk keturutan beli haha,menurutku samsung seri a5 terbaik yg A52s . sayangnya gk keturutan beli haha,turut samsung seri a5 baik a52s sayang tidak turut beli haha,Positif,93.19,76,13
Bang info dong nyari hp samsung a55 yg masih baru segel dimana ya adanya 🙏,Bang info dong nyari hp samsung a55 yg masih baru segel dimana ya adanya 🙏,info dong nyari handphone samsung a55 masih baru segel mana ada,Netral,93.81,74,15
Nonton vidio ini pake mbah nya..samsung a5 2017 😂,Nonton vidio ini pake mbah nya..samsung a5 2017 😂,nonton vidio pake mbah samsung a5 2017,Netral,94.68,49,9
Nonton video ini menggunakan samsung A51 😂,Nonton video ini menggunakan samsung A51 😂,nonton video guna samsung a51,Netral,98.98,42,7
gua masih pake samsung a52s 5g di taun ini lumayan masih kuat2 aja buat daily sama game,gua masih pake samsung a52s 5g di taun ini lumayan masih kuat2 aja buat daily sama game,gua masih pake samsung a52s 5g taun lumayan masih kuat2 buat daily sama game,Positif,95.96,87,17
Nonton pakai A56,Nonton pakai A56,nonton pakai a56,Netral,98.51,16,3
Gue msh pake A55 tahan banting nih hp udah dr 2024 beli😊,Gue msh pake A55 tahan banting nih hp udah dr 2024 beli😊,gue msh pake a55 tahan banting nih handphone 2024 beli,Positif,71.37,56,12
Alhamdulillah baru bisa a56. Sejak dulu angan-angan dari gak kebeli dari a51 sampai a55,Alhamdulillah baru bisa a56. Sejak dulu angan-angan dari gak kebeli dari a51 sampai a55,alhamdulillah baru a56 sejak dulu angan angan tidak kebel a51 sampai a55,Positif,53.27,87,14
"Tanggung, fiturnya aga mepet ke s25fe kynya, mirip s25 ultra ke s26 ultra, akhirnya sy boyong s25 ultra 12/256 d hrga 17jt di samsung x blibli BEC.","Tanggung, fiturnya aga mepet ke s25fe kynya, mirip s25 ultra ke s26 ultra, akhirnya sy boyong s25 ultra 12/256 d hrga 17jt di samsung x blibli BEC.",tanggung fiturnya aga mepet s25fe kynya mirip s25 ultra s26 ultra akhir sy boyong s25 ultra 12 256 hrga 17jt samsung blibli bec,Negatif,74.57,147,27
rasido tuku...,rasido tuku...,rasido tuku,Negatif,72.3,14,2
Beli a56 september tahun kemaren. Sekarang baru tau hp gw bisa nyelam,Beli a56 september tahun kemaren. Sekarang baru tau hp gw bisa nyelam,beli a56 september tahun kemaren sekarang baru tau handphone gw nyelam,Negatif,97.05,69,12
"A57 atau poco x8 pro, saran dong","A57 atau poco x8 pro, saran dong",a57 poco x8 pro saran dong,Netral,79.99,32,7
BANG COBA RAKIT PC KERJA LAGI DI TAHUN 2026,BANG COBA RAKIT PC KERJA LAGI DI TAHUN 2026,coba rakit pc kerja lagi tahun 2026,Negatif,94.26,43,9
A55 j blm kebeli udah keluar j A57😭,A55 j blm kebeli udah keluar j A57😭,a55 blm kebel keluar a57,Negatif,92.69,35,8
Ga ada niatan coba riview iem wired kah ?😅 Moga diliat komen aing,Ga ada niatan coba riview iem wired kah ?😅 Moga diliat komen aing,tidak niat coba riview iem wired kah moga liat komen aing,Negatif,68.66,65,13
"Saya masih pake a52, masih enak banget, apalagi pake a57😅","Saya masih pake a52, masih enak banget, apalagi pake a57😅",masih pake a52 masih enak banget apalagi pake a57,Positif,98.14,57,10
dulu pakai a54 kameranya sangat wahh.. tapi lama2 makin biasa apa karna di nerf saat update?🤣 apakah hnya permainan update saja😅,dulu pakai a54 kameranya sangat wahh.. tapi lama2 makin biasa apa karna di nerf saat update?🤣 apakah hnya permainan update saja😅,dulu pakai a54 kamera sangat wahh lama2 makin biasa apa karna nerf saat update apakah hnya main update,Negatif,90.41,128,21
Tobat pakai samsung dengan layar Super AMOLED. Penyakit Green Lines nya ndak bisa sembuh-sembuh. 😆😂🤣,Tobat pakai samsung dengan layar Super AMOLED. Penyakit Green Lines nya ndak bisa sembuh-sembuh. 😆😂🤣,tobat pakai samsung layar super amoled sakit green les ndak sembuh sembuh,Negatif,99.39,100,15
kamera  depam gede  amat... 😂,kamera depam gede amat... 😂,kamera depam gede amat,Negatif,99.82,29,5
Setia dengan a55,Setia dengan a55,setia a55,Netral,97.34,16,3
"tapi sekarang a57 8 jt an anjay, keknya banyak yg nunggu turun atau milih a56","tapi sekarang a57 8 jt an anjay, keknya banyak yg nunggu turun atau milih a56",sekarang a57 jt an anjay kek banyak nunggu turun milih a56,Negatif,79.52,77,15
"Jujur aja, dr seri galaxy a5 series, si A57 ini aku ngga terlalu tertarik bahkan buat liat ulang riviewnya... Hmm, samsung?? Apa km mau membunuh A5 series kecintaan kami??","Jujur aja, dr seri galaxy a5 series, si A57 ini aku ngga terlalu tertarik bahkan buat liat ulang riviewnya... Hmm, samsung?? Apa km mau membunuh A5 series kecintaan kami??",jujur seri galaxy a5 series si a57 aku ngga terlalu tarik bahkan buat liat ulang riviewnya hmm samsung apa km mau bunuh a5 series cinta kami,Negatif,99.12,171,29
Kualitas midrange harga flagship,Kualitas midrange harga flagship,kualitas midrange harga flagship,Negatif,82.11,32,4
Nonton pake series A 100,Nonton pake series A 100,nonton pake series 100,Netral,93.01,24,5
Gue yg Masih BERTAHAN di Samsung A51...😂😂😂🎉,Gue yg Masih BERTAHAN di Samsung A51...😂😂😂🎉,gue masih tahan samsung a51,Negatif,96.87,43,7
"Ibarat L300, selama masih laku ngapain harus berubah/upgrade 😂","Ibarat L300, selama masih laku ngapain harus berubah/upgrade 😂",ibarat l300 lama masih laku ngapain harus ubah upgrade,Negatif,71.63,62,9
Apalah daya saya pake samsung a04,Apalah daya saya pake samsung a04,apa daya pake samsung a04,Negatif,78.34,33,6
samsung galaxy s26 base model worth kah?,samsung galaxy s26 base model worth kah?,samsung galaxy s26 base model worth kah,Netral,86.04,40,7
Saya msh pakai A50,Saya msh pakai A50,msh pakai a50,Netral,98.11,18,4
"Baru beli beberapa minggu lalu A56 harga diskon 5,2 juta sekarang udah naik lagi 6,6. A57 udah 7,7.","Baru beli beberapa minggu lalu A56 harga diskon 5,2 juta sekarang udah naik lagi 6,6. A57 udah 7,7.",baru beli beberapa minggu lalu a56 harga diskon juta sekarang naik lagi a57,Negatif,47.09,99,18
"jelek banget kameranya. kl videonya lumayan, tapi tetep dengan harga yg segitu ga worth 😌","jelek banget kameranya. kl videonya lumayan, tapi tetep dengan harga yg segitu ga worth 😌",jelek banget kamera kl video lumayan tetep harga segitu tidak worth,Negatif,99.72,89,15
Bang Infinix note 60 ultra,Bang Infinix note 60 ultra,infinix note 60 ultra,Netral,92.09,26,5
Infinix note 60 ultra bang David reviem,Infinix note 60 ultra bang David reviem,infinix note 60 ultra david reviem,Netral,87.54,39,7
"nonton ini pake galaxy s9+ yg kadang layarnya warna pink 😁 kadang engga 
plus ada garis benang di tengah lcd nya 😁 dan ga lupa speaker nya udah sember 🤧",nonton ini pake galaxy s9+ yg kadang layarnya warna pink 😁 kadang engga plus ada garis benang di tengah lcd nya 😁 dan ga lupa speaker nya udah sember 🤧,nonton pake galaxy s9 kadang layar warna pink kadang engga plus garis benang tengah lcd tidak lupa speaker sember,Positif,82.05,152,30
"BG DAVID SARAN, GOOGLE NGELUARIN APK YG BISA JALANIN AI SECARA OFFLINE NAMANYA, EDGE GALLERY, NAH ITU APK ITU JUGA BISA BUAT TEST SEBERAPA KUAT PROSESOR YG DI PAKE, TERUTAMA GPU DAN RAM CMWII.","BG DAVID SARAN, GOOGLE NGELUARIN APK YG BISA JALANIN AI SECARA OFFLINE NAMANYA, EDGE GALLERY, NAH ITU APK ITU JUGA BISA BUAT TEST SEBERAPA KUAT PROSESOR YG DI PAKE, TERUTAMA GPU DAN RAM CMWII.",bg david saran google ngeluarin apk jalanin ai cara offline nama edge gallery nah apk juga buat test berapa kuat prosesor pake utama gpu ram cmwii,Positif,59.7,192,34
Still with my a52😅,Still with my a52😅,still with my a52,Negatif,86.33,18,4
Apa kabar gua yg pkek hp realme udh 8 tahun mnus pecah tc,Apa kabar gua yg pkek hp realme udh 8 tahun mnus pecah tc,apa kabar gua pkek handphone realme tahun mnus pecah tc,Negatif,92.62,57,13
"A50s masih awet,, tadinya mau beli seri 57 tapi gak deh, nuggu lain atau be;i yg a56","A50s masih awet,, tadinya mau beli seri 57 tapi gak deh, nuggu lain atau be;i yg a56",a50s masih awet tadi mau beli seri 57 tidak deh nuggu lain be a56,Negatif,41.57,84,17
Rekomendasi dong hp kamera dengan budget 4-6 juta,Rekomendasi dong hp kamera dengan budget 4-6 juta,rekomendasi dong handphone kamera budget juta,Negatif,45.23,49,8
Masih A54🤣🤣😭,Masih A54🤣🤣😭,masih a54,Netral,58.52,12,2
Kenapa sih hp Samsung gampang panas?,Kenapa sih hp Samsung gampang panas?,kenapa sih handphone samsung gampang panas,Negatif,99.15,36,6
A 51 dan A 12 masih nyaman jujur,A 51 dan A 12 masih nyaman jujur,51 12 masih nyaman jujur,Netral,66.73,32,8
samsung mulai kaya oddo 🫠,samsung mulai kaya oddo 🫠,samsung mulai kaya oddo,Netral,89.85,25,5
Masih kalah sama redmi 4a,Masih kalah sama redmi 4a,masih kalah sama redmi 4a,Negatif,88.54,25,5
"Aku thn lalu masih kurang sreg a 56, nunggu a57. Lah malah mirip2... 😢 dahlah nunggu thn dpn aja...","Aku thn lalu masih kurang sreg a 56, nunggu a57. Lah malah mirip2... 😢 dahlah nunggu thn dpn aja...",aku thn lalu masih kurang sreg 56 nunggu a57 lah malah mirip2 dah nunggu thn dpn,Negatif,99.73,99,19
Masih bertahan di samsung A50S 😅😅,Masih bertahan di samsung A50S 😅😅,masih tahan samsung a50s,Netral,68.09,33,6
Kita terjajah dengan teknologi.  Negara lain,Kita terjajah dengan teknologi. Negara lain,jajah teknologi negara lain,Negatif,99.81,44,6
"User a36 nitip sendal di sini aja , sapa tau tahun2 depan kalo dah bosen ,bisa ganti ke seri S sekalian 😅","User a36 nitip sendal di sini aja , sapa tau tahun2 depan kalo dah bosen ,bisa ganti ke seri S sekalian 😅",user a36 nitip sendal sini sapa tau tahun2 depan dah bosen ganti seri sekali,Netral,83.52,105,22
Akankah samsung akan hancur dibabat xiaomi???,Akankah samsung akan hancur dibabat xiaomi???,akan samsung akan hancur babat xiaomi,Negatif,99.86,45,6
"Gue sudah pakai Samsung dari Samsung young terakhir Samsung a56, lama2 muak gue jual upgrade Poco f7 anjir nih HP enak bgt kasi internal juga ga main"" diharga yg setara, dan yang paling ga suka nangkep sinyal anjirlah susah bgt kalau buat nonton2 streaming. 
Setelah pakai Poco f7 live streaming bola Europa lancar bgt kualitas HD ga pernah ngelag didalam kamar juga, kalau Samsung harus keluar diteras baru lancar anjir..","Gue sudah pakai Samsung dari Samsung young terakhir Samsung a56, lama2 muak gue jual upgrade Poco f7 anjir nih HP enak bgt kasi internal juga ga main"" diharga yg setara, dan yang paling ga suka nangkep sinyal anjirlah susah bgt kalau buat nonton2 streaming. Setelah pakai Poco f7 live streaming bola Europa lancar bgt kualitas HD ga pernah ngelag didalam kamar juga, kalau Samsung harus keluar diteras baru lancar anjir..",gue pakai samsung samsung young akhir samsung a56 lama2 muak gue jual upgrade poco f7 anjir nih handphone enak banget kasi internal juga tidak main harga tara paling tidak suka nangkep sinyal anjir susah banget buat nonton2 streaming telah pakai poco f7 live streaming bola europa lancar banget kualitas hd tidak pernah ngelag dalam kamar juga samsung harus keluar teras baru lancar anjir,Positif,99.2,422,70
Masih setia di A54 nih😂,Masih setia di A54 nih😂,masih setia a54 nih,Positif,88.15,23,5
"A5 series paling jelek adalah A 53. Cepat panas, 54 lbh bagus dari 53. Selanjutnya akan minang 57","A5 series paling jelek adalah A 53. Cepat panas, 54 lbh bagus dari 53. Selanjutnya akan minang 57",a5 series paling jelek 53 cepat panas 54 lbh bagus 53 lanjut akan mang 57,Negatif,91.36,97,18
Ya kebiasaan samsung sih 😅 main aman dan main awet aja untuk kelas adroid yang cuma dipakai daily bukan gaming. Tapi entah kenapa produk baru sering gacha ke awetannya. Saya ada beberapa android samsung dari lama dan baru. Tapi anehnya yang awet tipe A12 dari segi layar dll. Menang nyaman aja ni hp untuk daily 😂 sama batrey awet. Udah sih gitu aja.,Ya kebiasaan samsung sih 😅 main aman dan main awet aja untuk kelas adroid yang cuma dipakai daily bukan gaming. Tapi entah kenapa produk baru sering gacha ke awetannya. Saya ada beberapa android samsung dari lama dan baru. Tapi anehnya yang awet tipe A12 dari segi layar dll. Menang nyaman aja ni hp untuk daily 😂 sama batrey awet. Udah sih gitu aja.,biasa samsung sih main aman main awet kelas adroid cuma pakai daily bukan gaming entah kenapa produk baru sering gacha awet beberapa android samsung lama baru aneh awet tipe a12 segi layar dll menang nyaman ni handphone daily sama batrey awet sih gitu,Positif,98.31,350,63
mahal banget wkwkwkw masih 12/256 GB kukira bakal ada yang 512 GB wkwkkwk,mahal banget wkwkwkw masih 12/256 GB kukira bakal ada yang 512 GB wkwkkwk,mahal banget wkwkwkw masih 12 256 gb kira bakal 512 gb wkwkkwk,Negatif,98.75,73,13
sama oppo reno 15 5G bagus mana yaa?,sama oppo reno 15 5G bagus mana yaa?,sama oppo reno 15 5g bagus mana yaa,Positif,71.87,36,8
"Nah kalo udah nyampe A 140, A 150 , A 160 itu udh bukan hp tapi mobil mercy kutu","Nah kalo udah nyampe A 140, A 150 , A 160 itu udh bukan hp tapi mobil mercy kutu",nah nyampe 140 150 160 bukan handphone mobil mercy kutu,Negatif,99.04,80,19
Terlalu banyak HP android sampek bingung .. Tapi tetep stay pakek IP udah 9 thn 🥲,Terlalu banyak HP android sampek bingung .. Tapi tetep stay pakek IP udah 9 thn 🥲,terlalu banyak handphone android sampek bingung tetep stay pakek ip thn,Negatif,99.6,81,16
hp idaman,hp idaman,handphone idam,Netral,67.42,9,2
Bagus samsung a57,Bagus samsung a57,bagus samsung a57,Netral,66.67,17,3
"Samsung & Apple iPhone 
Brand HP tertinggi
Belum tergoyahkan",Samsung & Apple iPhone Brand HP tertinggi Belum tergoyahkan,samsung apple iphone brand handphone tinggi belum goyah,Netral,89.51,60,9
Pengguna samsung a73 mantau😅,Pengguna samsung a73 mantau😅,guna samsung a73 mantau,Negatif,58.47,28,4
"Alhamdulillah tadi malam saya udah beli , tapi tadi pagi pas bangun tidur kaget kok udah hilang , Ternyata cuma mimpi .","Alhamdulillah tadi malam saya udah beli , tapi tadi pagi pas bangun tidur kaget kok udah hilang , Ternyata cuma mimpi .",alhamdulillah tadi malam beli tadi pagi pas bangun tidur kaget kok hilang nyata cuma mimpi,Negatif,55.1,119,22
